supplier_id,supplier_name,contact_name,phone,address,city,country,customer_id
,,,,,,,3634
,,,,,,,770
,,,,,,,4018
,,,,,,,1193
,,,,,,,766
,,,,,,,1997
,,,,,,,3573
,,,,,,,1618
,,,,,,,2382
,,,,,,,4996
,,,,,,,2170
,,,,,,,3240
,,,,,,,4595
,,,,,,,1698
,,,,,,,88
,,,,,,,1420
,,,,,,,3921
,,,,,,,4945
,,,,,,,2352
,,,,,,,1045
,,,,,,,4447
,,,,,,,1683
,,,,,,,4819
,,,,,,,4952
,,,,,,,250
,,,,,,,1941
,,,,,,,3835
,,,,,,,10
,,,,,,,1465
,,,,,,,1570
,,,,,,,2848
,,,,,,,1209
,,,,,,,4807
,,,,,,,4657
,,,,,,,900
,,,,,,,70
,,,,,,,4395
,,,,,,,3138
,,,,,,,4478
,,,,,,,3610
,,,,,,,2837
,,,,,,,4854
,,,,,,,3604
,,,,,,,2623
,,,,,,,759
,,,,,,,1767
,,,,,,,3447
,,,,,,,1060
,,,,,,,681
,,,,,,,2821
,,,,,,,4828
,,,,,,,1680
,,,,,,,1529
,,,,,,,4611
,,,,,,,4911
,,,,,,,2210
,,,,,,,4593
,,,,,,,4503
,,,,,,,1478
,,,,,,,3198
,,,,,,,1356
,,,,,,,1741
,,,,,,,1636
,,,,,,,1185
,,,,,,,1383
,,,,,,,3887
,,,,,,,1593
,,,,,,,856
,,,,,,,3119
,,,,,,,1605
,,,,,,,3325
,,,,,,,928
,,,,,,,3840
,,,,,,,1509
,,,,,,,2990
,,,,,,,2343
,,,,,,,2175
,,,,,,,2341
,,,,,,,4275
,,,,,,,1490
,,,,,,,1182
,,,,,,,4053
,,,,,,,612
,,,,,,,3266
,,,,,,,2868
,,,,,,,2088
,,,,,,,1265
,,,,,,,3879
,,,,,,,710
,,,,,,,3259
,,,,,,,4932
,,,,,,,1999
,,,,,,,4959
,,,,,,,1482
,,,,,,,4068
,,,,,,,3755
,,,,,,,3240
,,,,,,,3712
,,,,,,,1695
,,,,,,,4459
,,,,,,,3965
,,,,,,,4480
,,,,,,,2564
,,,,,,,1374
,,,,,,,3297
,,,,,,,2205
,,,,,,,755
,,,,,,,2301
,,,,,,,3175
,,,,,,,446
,,,,,,,1881
,,,,,,,1730
,,,,,,,887
,,,,,,,3521
,,,,,,,3222
,,,,,,,461
,,,,,,,4846
,,,,,,,237
,,,,,,,1678
,,,,,,,1408
,,,,,,,4189
,,,,,,,4280
,,,,,,,4130
,,,,,,,4206
,,,,,,,2467
,,,,,,,3460
,,,,,,,2101
,,,,,,,1046
,,,,,,,3827
,,,,,,,460
,,,,,,,892
,,,,,,,1777
,,,,,,,668
,,,,,,,3814
,,,,,,,2056
,,,,,,,3192
,,,,,,,2908
,,,,,,,3694
,,,,,,,2320
,,,,,,,1958
,,,,,,,2489
,,,,,,,184
,,,,,,,3498
,,,,,,,1100
,,,,,,,4906
,,,,,,,3718
,,,,,,,2866
,,,,,,,1855
,,,,,,,1971
,,,,,,,1710
,,,,,,,2622
,,,,,,,4085
,,,,,,,1143
,,,,,,,3562
,,,,,,,3602
,,,,,,,3721
,,,,,,,4262
,,,,,,,664
,,,,,,,4614
,,,,,,,4
,,,,,,,4553
,,,,,,,4371
,,,,,,,569
,,,,,,,1379
,,,,,,,1600
,,,,,,,1898
,,,,,,,4807
,,,,,,,1735
,,,,,,,846
,,,,,,,3533
,,,,,,,62
,,,,,,,3535
,,,,,,,450
,,,,,,,2794
,,,,,,,2024
,,,,,,,3265
,,,,,,,2103
,,,,,,,2219
,,,,,,,601
,,,,,,,506
,,,,,,,2337
,,,,,,,2981
,,,,,,,564
,,,,,,,1996
,,,,,,,1319
,,,,,,,882
,,,,,,,85
,,,,,,,1076
,,,,,,,848
,,,,,,,4285
,,,,,,,602
,,,,,,,24
,,,,,,,336
,,,,,,,2610
,,,,,,,2125
,,,,,,,1518
,,,,,,,2904
,,,,,,,99
,,,,,,,2929
,,,,,,,2044
,,,,,,,137
,,,,,,,3184
,,,,,,,1776
,,,,,,,3247
,,,,,,,2460
,,,,,,,3663
,,,,,,,2831
,,,,,,,3683
,,,,,,,2854
,,,,,,,4981
,,,,,,,1411
,,,,,,,2171
,,,,,,,2814
,,,,,,,161
,,,,,,,3701
,,,,,,,3098
,,,,,,,165
,,,,,,,4640
,,,,,,,4092
,,,,,,,1121
,,,,,,,4447
,,,,,,,3850
,,,,,,,2175
,,,,,,,3372
,,,,,,,1594
,,,,,,,1573
,,,,,,,1428
,,,,,,,1396
,,,,,,,515
,,,,,,,407
,,,,,,,2496
,,,,,,,730
,,,,,,,1738
,,,,,,,4187
,,,,,,,4257
,,,,,,,4587
,,,,,,,3743
,,,,,,,2564
,,,,,,,1922
,,,,,,,3360
,,,,,,,3030
,,,,,,,2024
,,,,,,,1963
,,,,,,,4503
,,,,,,,4027
,,,,,,,3734
,,,,,,,3648
,,,,,,,3025
,,,,,,,4286
,,,,,,,630
,,,,,,,1789
,,,,,,,2389
,,,,,,,2243
,,,,,,,1877
,,,,,,,2912
,,,,,,,3236
,,,,,,,2755
,,,,,,,2974
,,,,,,,612
,,,,,,,2413
,,,,,,,1562
,,,,,,,2368
,,,,,,,2634
,,,,,,,753
,,,,,,,3747
,,,,,,,1126
,,,,,,,871
,,,,,,,1393
,,,,,,,29
,,,,,,,499
,,,,,,,3986
,,,,,,,1043
,,,,,,,2600
,,,,,,,2012
,,,,,,,3170
,,,,,,,707
,,,,,,,2743
,,,,,,,1752
,,,,,,,1305
,,,,,,,4679
,,,,,,,2617
,,,,,,,4294
,,,,,,,3061
,,,,,,,2083
,,,,,,,1542
,,,,,,,315
,,,,,,,882
,,,,,,,1635
,,,,,,,856
,,,,,,,932
,,,,,,,2169
,,,,,,,4587
,,,,,,,1578
,,,,,,,2328
,,,,,,,4019
,,,,,,,866
,,,,,,,890
,,,,,,,550
,,,,,,,1528
,,,,,,,2597
,,,,,,,4856
,,,,,,,1298
,,,,,,,2519
,,,,,,,1573
,,,,,,,2882
,,,,,,,355
,,,,,,,4111
,,,,,,,3193
,,,,,,,4840
,,,,,,,1548
,,,,,,,4474
,,,,,,,2756
,,,,,,,4020
,,,,,,,4255
,,,,,,,3927
,,,,,,,2494
,,,,,,,3761
,,,,,,,1971
,,,,,,,2792
,,,,,,,4673
,,,,,,,4464
,,,,,,,1289
,,,,,,,4288
,,,,,,,2719
,,,,,,,1048
,,,,,,,315
,,,,,,,4869
,,,,,,,1635
,,,,,,,4895
,,,,,,,3949
,,,,,,,3158
,,,,,,,2643
,,,,,,,3223
,,,,,,,1882
,,,,,,,3276
,,,,,,,977
,,,,,,,4737
,,,,,,,3255
,,,,,,,3966
,,,,,,,1554
,,,,,,,2681
,,,,,,,3879
,,,,,,,303
,,,,,,,4173
,,,,,,,4906
,,,,,,,4637
,,,,,,,2235
,,,,,,,4664
,,,,,,,4026
,,,,,,,2091
,,,,,,,4301
,,,,,,,3915
,,,,,,,168
,,,,,,,1616
,,,,,,,2329
,,,,,,,1230
,,,,,,,310
,,,,,,,4881
,,,,,,,1605
,,,,,,,2339
,,,,,,,1302
,,,,,,,1061
,,,,,,,1048
,,,,,,,223
,,,,,,,164
,,,,,,,4477
,,,,,,,3839
,,,,,,,4990
,,,,,,,267
,,,,,,,4957
,,,,,,,4032
,,,,,,,2847
,,,,,,,410
,,,,,,,3483
,,,,,,,2401
,,,,,,,1163
,,,,,,,2851
,,,,,,,4650
,,,,,,,1343
,,,,,,,2617
,,,,,,,701
,,,,,,,1042
,,,,,,,1552
,,,,,,,3170
,,,,,,,4031
,,,,,,,1697
,,,,,,,547
,,,,,,,3910
,,,,,,,2505
,,,,,,,4789
,,,,,,,3607
,,,,,,,3136
,,,,,,,3543
,,,,,,,339
,,,,,,,4593
,,,,,,,1933
,,,,,,,4923
,,,,,,,3036
,,,,,,,3712
,,,,,,,269
,,,,,,,305
,,,,,,,2145
,,,,,,,4988
,,,,,,,337
,,,,,,,176
,,,,,,,234
,,,,,,,2715
,,,,,,,3212
,,,,,,,569
,,,,,,,4665
,,,,,,,435
,,,,,,,3522
,,,,,,,3846
,,,,,,,3156
,,,,,,,3362
,,,,,,,3286
,,,,,,,3264
,,,,,,,2816
,,,,,,,4839
,,,,,,,711
,,,,,,,3181
,,,,,,,2768
,,,,,,,2767
,,,,,,,2772
,,,,,,,1514
,,,,,,,848
,,,,,,,4752
,,,,,,,4227
,,,,,,,4279
,,,,,,,1381
,,,,,,,2115
,,,,,,,3266
,,,,,,,871
,,,,,,,2257
,,,,,,,4062
,,,,,,,3821
,,,,,,,4882
,,,,,,,3051
,,,,,,,503
,,,,,,,4355
,,,,,,,1914
,,,,,,,2241
,,,,,,,4582
,,,,,,,3954
,,,,,,,2219
,,,,,,,3696
,,,,,,,2679
,,,,,,,834
,,,,,,,1524
,,,,,,,4882
,,,,,,,3743
,,,,,,,2915
,,,,,,,1644
,,,,,,,4602
,,,,,,,4433
,,,,,,,3330
,,,,,,,936
,,,,,,,3431
,,,,,,,3042
,,,,,,,1217
,,,,,,,353
,,,,,,,2219
,,,,,,,597
,,,,,,,1082
,,,,,,,1517
,,,,,,,1780
,,,,,,,1207
,,,,,,,1179
,,,,,,,2924
,,,,,,,1022
,,,,,,,4237
,,,,,,,4556
,,,,,,,625
,,,,,,,2475
,,,,,,,49
,,,,,,,1920
,,,,,,,1023
,,,,,,,2764
,,,,,,,3429
,,,,,,,3705
,,,,,,,4772
,,,,,,,4786
,,,,,,,2529
,,,,,,,2049
,,,,,,,1231
,,,,,,,494
,,,,,,,673
,,,,,,,3077
,,,,,,,2089
,,,,,,,1715
,,,,,,,4079
,,,,,,,476
,,,,,,,3482
,,,,,,,1762
,,,,,,,1448
,,,,,,,2972
,,,,,,,958
,,,,,,,359
,,,,,,,2795
,,,,,,,531
,,,,,,,969
,,,,,,,3455
,,,,,,,1268
,,,,,,,1063
,,,,,,,4237
,,,,,,,2674
,,,,,,,2627
,,,,,,,4215
,,,,,,,4802
,,,,,,,2490
,,,,,,,70
,,,,,,,4408
,,,,,,,1734
,,,,,,,2826
,,,,,,,2533
,,,,,,,3722
,,,,,,,1532
,,,,,,,3199
,,,,,,,2689
,,,,,,,110
,,,,,,,3797
,,,,,,,1033
,,,,,,,1459
,,,,,,,134
,,,,,,,1718
,,,,,,,2993
,,,,,,,3156
,,,,,,,3812
,,,,,,,4342
,,,,,,,535
,,,,,,,2490
,,,,,,,3837
,,,,,,,76
,,,,,,,2486
,,,,,,,3816
,,,,,,,452
,,,,,,,3114
,,,,,,,2334
,,,,,,,3941
,,,,,,,3171
,,,,,,,1017
,,,,,,,863
,,,,,,,3586
,,,,,,,3698
,,,,,,,1387
,,,,,,,3762
,,,,,,,3179
,,,,,,,45
,,,,,,,2900
,,,,,,,1461
,,,,,,,4113
,,,,,,,3050
,,,,,,,2727
,,,,,,,3547
,,,,,,,3783
,,,,,,,1880
,,,,,,,629
,,,,,,,2787
,,,,,,,1888
,,,,,,,4353
,,,,,,,1618
,,,,,,,4301
,,,,,,,4607
,,,,,,,2236
,,,,,,,3256
,,,,,,,3284
,,,,,,,342
,,,,,,,1750
,,,,,,,1478
,,,,,,,598
,,,,,,,3441
,,,,,,,4823
,,,,,,,4877
,,,,,,,1006
,,,,,,,1415
,,,,,,,1423
,,,,,,,840
,,,,,,,854
,,,,,,,1696
,,,,,,,2307
,,,,,,,2680
,,,,,,,2456
,,,,,,,4708
,,,,,,,795
,,,,,,,2751
,,,,,,,926
,,,,,,,4705
,,,,,,,3612
,,,,,,,4411
,,,,,,,1826
,,,,,,,1658
,,,,,,,1824
,,,,,,,2807
,,,,,,,4139
,,,,,,,3559
,,,,,,,4706
,,,,,,,3731
,,,,,,,3706
,,,,,,,4187
,,,,,,,1483
,,,,,,,3178
,,,,,,,2211
,,,,,,,2686
,,,,,,,332
,,,,,,,3521
,,,,,,,4077
,,,,,,,1121
,,,,,,,3999
,,,,,,,1801
,,,,,,,778
,,,,,,,611
,,,,,,,1291
,,,,,,,1774
,,,,,,,1511
,,,,,,,2282
,,,,,,,1041
,,,,,,,3541
,,,,,,,4849
,,,,,,,3867
,,,,,,,2764
,,,,,,,4609
,,,,,,,1275
,,,,,,,4973
,,,,,,,3007
,,,,,,,2051
,,,,,,,1389
,,,,,,,640
,,,,,,,787
,,,,,,,849
,,,,,,,4591
,,,,,,,639
,,,,,,,22
,,,,,,,527
,,,,,,,2110
,,,,,,,1219
,,,,,,,3436
,,,,,,,4894
,,,,,,,2685
,,,,,,,194
,,,,,,,4298
,,,,,,,2174
,,,,,,,1940
,,,,,,,2636
,,,,,,,3913
,,,,,,,2782
,,,,,,,3821
,,,,,,,4246
,,,,,,,3667
,,,,,,,191
,,,,,,,968
,,,,,,,2075
,,,,,,,1027
,,,,,,,692
,,,,,,,4947
,,,,,,,3798
,,,,,,,1928
,,,,,,,2149
,,,,,,,425
,,,,,,,1708
,,,,,,,955
,,,,,,,3355
,,,,,,,2646
,,,,,,,862
,,,,,,,2373
,,,,,,,3097
,,,,,,,1541
,,,,,,,4998
,,,,,,,1588
,,,,,,,1050
,,,,,,,4540
,,,,,,,4160
,,,,,,,3692
,,,,,,,2033
,,,,,,,320
,,,,,,,749
,,,,,,,2412
,,,,,,,4762
,,,,,,,4887
,,,,,,,4995
,,,,,,,2387
,,,,,,,3432
,,,,,,,3725
,,,,,,,220
,,,,,,,1865
,,,,,,,1273
,,,,,,,440
,,,,,,,888
,,,,,,,1001
,,,,,,,876
,,,,,,,927
,,,,,,,4648
,,,,,,,217
,,,,,,,1878
,,,,,,,4506
,,,,,,,1622
,,,,,,,4399
,,,,,,,2826
,,,,,,,1778
,,,,,,,1521
,,,,,,,4302
,,,,,,,2308
,,,,,,,3808
,,,,,,,3755
,,,,,,,495
,,,,,,,3501
,,,,,,,2804
,,,,,,,2639
,,,,,,,4941
,,,,,,,3270
,,,,,,,4409
,,,,,,,1636
,,,,,,,1900
,,,,,,,628
,,,,,,,3597
,,,,,,,464
,,,,,,,2845
,,,,,,,368
,,,,,,,1329
,,,,,,,2726
,,,,,,,319
,,,,,,,4242
,,,,,,,182
,,,,,,,1363
,,,,,,,2119
,,,,,,,1364
,,,,,,,2769
,,,,,,,4690
,,,,,,,621
,,,,,,,2767
,,,,,,,1370
,,,,,,,4763
,,,,,,,3992
,,,,,,,999
,,,,,,,897
,,,,,,,1087
,,,,,,,4086
,,,,,,,1796
,,,,,,,4867
,,,,,,,14
,,,,,,,1747
,,,,,,,1429
,,,,,,,3734
,,,,,,,391
,,,,,,,400
,,,,,,,3822
,,,,,,,3867
,,,,,,,3528
,,,,,,,811
,,,,,,,2112
,,,,,,,2522
,,,,,,,2895
,,,,,,,1676
,,,,,,,2828
,,,,,,,1572
,,,,,,,1687
,,,,,,,4071
,,,,,,,3631
,,,,,,,2522
,,,,,,,4993
,,,,,,,3181
,,,,,,,1593
,,,,,,,2597
,,,,,,,1557
,,,,,,,2802
,,,,,,,896
,,,,,,,2268
,,,,,,,2895
,,,,,,,2542
,,,,,,,4448
,,,,,,,986
,,,,,,,2771
,,,,,,,4208
,,,,,,,2862
,,,,,,,1562
,,,,,,,1110
,,,,,,,2944
,,,,,,,1477
,,,,,,,91
,,,,,,,537
,,,,,,,3916
,,,,,,,4725
,,,,,,,1199
,,,,,,,2157
,,,,,,,4564
,,,,,,,2455
,,,,,,,4970
,,,,,,,419
,,,,,,,3769
,,,,,,,1415
,,,,,,,524
,,,,,,,1565
,,,,,,,1229
,,,,,,,1
,,,,,,,2732
,,,,,,,2451
,,,,,,,1647
,,,,,,,3579
,,,,,,,4825
,,,,,,,1490
,,,,,,,540
,,,,,,,643
,,,,,,,4
,,,,,,,2058
,,,,,,,4403
,,,,,,,4062
,,,,,,,1931
,,,,,,,3983
,,,,,,,4358
,,,,,,,4463
,,,,,,,3583
,,,,,,,3196
,,,,,,,3422
,,,,,,,2547
,,,,,,,4686
,,,,,,,137
,,,,,,,1280
,,,,,,,971
,,,,,,,3520
,,,,,,,2477
,,,,,,,3722
,,,,,,,1154
,,,,,,,3722
,,,,,,,4369
,,,,,,,197
,,,,,,,1325
,,,,,,,3949
,,,,,,,2206
,,,,,,,589
,,,,,,,920
,,,,,,,1904
,,,,,,,1164
,,,,,,,72
,,,,,,,1357
,,,,,,,4714
,,,,,,,1063
,,,,,,,4375
,,,,,,,361
,,,,,,,937
,,,,,,,4524
,,,,,,,4899
,,,,,,,291
,,,,,,,3860
,,,,,,,1910
,,,,,,,2555
,,,,,,,1218
,,,,,,,1265
,,,,,,,1624
,,,,,,,830
,,,,,,,414
,,,,,,,3797
,,,,,,,3957
,,,,,,,1001
,,,,,,,3939
,,,,,,,2377
,,,,,,,3655
,,,,,,,4893
,,,,,,,1428
,,,,,,,1426
,,,,,,,4912
,,,,,,,570
,,,,,,,126
,,,,,,,844
,,,,,,,1474
,,,,,,,65
,,,,,,,1040
,,,,,,,4800
,,,,,,,595
,,,,,,,3194
,,,,,,,2728
,,,,,,,313
,,,,,,,470
,,,,,,,2189
,,,,,,,4371
,,,,,,,4975
,,,,,,,3128
,,,,,,,332
,,,,,,,3526
,,,,,,,4122
,,,,,,,236
,,,,,,,4358
,,,,,,,3327
,,,,,,,2629
,,,,,,,4333
,,,,,,,3979
,,,,,,,1950
,,,,,,,1564
,,,,,,,2684
,,,,,,,1193
,,,,,,,3006
,,,,,,,4095
,,,,,,,2695
,,,,,,,2937
,,,,,,,1200
,,,,,,,2973
,,,,,,,858
,,,,,,,577
,,,,,,,3310
,,,,,,,1649
,,,,,,,1132
,,,,,,,2166
,,,,,,,3299
,,,,,,,4558
,,,,,,,2602
,,,,,,,427
,,,,,,,4499
,,,,,,,2271
,,,,,,,673
,,,,,,,4141
,,,,,,,2916
,,,,,,,2308
,,,,,,,2124
,,,,,,,953
,,,,,,,1456
,,,,,,,4139
,,,,,,,572
,,,,,,,262
,,,,,,,1812
,,,,,,,4102
,,,,,,,2776
,,,,,,,3800
,,,,,,,2620
,,,,,,,2617
,,,,,,,1024
,,,,,,,3745
,,,,,,,2421
,,,,,,,2055
,,,,,,,1932
,,,,,,,3459
,,,,,,,4579
,,,,,,,2102
,,,,,,,4163
,,,,,,,3372
,,,,,,,4177
,,,,,,,2737
,,,,,,,3297
,,,,,,,1882
,,,,,,,117
,,,,,,,1277
,,,,,,,368
,,,,,,,1799
,,,,,,,3596
,,,,,,,874
,,,,,,,3321
,,,,,,,679
,,,,,,,3653
,,,,,,,3428
,,,,,,,3813
,,,,,,,352
,,,,,,,1657
,,,,,,,1194
,,,,,,,2428
,,,,,,,2198
,,,,,,,4546
,,,,,,,60
,,,,,,,2310
,,,,,,,2479
,,,,,,,3785
,,,,,,,1270
,,,,,,,4893
,,,,,,,660
,,,,,,,2407
,,,,,,,2611
,,,,,,,4104
,,,,,,,4442
,,,,,,,1190
,,,,,,,1769
,,,,,,,3414
,,,,,,,1515
,,,,,,,2777
,,,,,,,3121
,,,,,,,66
,,,,,,,3675
,,,,,,,837
,,,,,,,3664
,,,,,,,164
,,,,,,,1372
,,,,,,,1203
,,,,,,,2564
,,,,,,,4353
,,,,,,,4138
,,,,,,,3481
,,,,,,,376
,,,,,,,4944
,,,,,,,677
,,,,,,,3049
,,,,,,,3959
,,,,,,,3308
,,,,,,,513
,,,,,,,4110
,,,,,,,4277
,,,,,,,1031
,,,,,,,3817
,,,,,,,1073
,,,,,,,3262
,,,,,,,306
,,,,,,,557
,,,,,,,4870
,,,,,,,910
,,,,,,,713
,,,,,,,4123
,,,,,,,2608
,,,,,,,4961
,,,,,,,2289
,,,,,,,695
,,,,,,,2958
,,,,,,,1433
,,,,,,,4993
,,,,,,,3369
,,,,,,,808
,,,,,,,937
,,,,,,,2254
,,,,,,,4713
,,,,,,,4511
,,,,,,,3304
,,,,,,,211
,,,,,,,504
,,,,,,,1754
,,,,,,,3531
,,,,,,,3797
,,,,,,,3054
,,,,,,,2890
,,,,,,,1189
,,,,,,,499
,,,,,,,2941
,,,,,,,188
,,,,,,,3423
,,,,,,,1980
,,,,,,,4830
,,,,,,,3846
,,,,,,,1288
,,,,,,,807
,,,,,,,1063
,,,,,,,2450
,,,,,,,2519
,,,,,,,3219
,,,,,,,3765
,,,,,,,4143
,,,,,,,3234
,,,,,,,500
,,,,,,,4074
,,,,,,,3241
,,,,,,,3666
,,,,,,,22
,,,,,,,1735
,,,,,,,2056
,,,,,,,480
,,,,,,,2748
,,,,,,,1699
,,,,,,,4772
,,,,,,,2328
,,,,,,,1263
,,,,,,,475
,,,,,,,3436
,,,,,,,4120
,,,,,,,1714
,,,,,,,4708
,,,,,,,537
,,,,,,,3911
,,,,,,,4456
,,,,,,,3952
,,,,,,,3597
,,,,,,,4094
,,,,,,,1100
,,,,,,,2908
,,,,,,,1688
,,,,,,,3056
,,,,,,,4355
,,,,,,,4705
,,,,,,,2198
,,,,,,,666
,,,,,,,1865
,,,,,,,1797
,,,,,,,1536
,,,,,,,2562
,,,,,,,3802
,,,,,,,1762
,,,,,,,4371
,,,,,,,106
,,,,,,,297
,,,,,,,2642
,,,,,,,2514
,,,,,,,3716
,,,,,,,4423
,,,,,,,3438
,,,,,,,4544
,,,,,,,3566
,,,,,,,560
,,,,,,,4089
,,,,,,,4418
,,,,,,,1379
,,,,,,,4384
,,,,,,,4539
,,,,,,,272
,,,,,,,1343
,,,,,,,1562
,,,,,,,1057
,,,,,,,2773
,,,,,,,4446
,,,,,,,4788
,,,,,,,1967
,,,,,,,1507
,,,,,,,1713
,,,,,,,2407
,,,,,,,282
,,,,,,,2954
,,,,,,,2057
,,,,,,,4386
,,,,,,,4955
,,,,,,,2109
,,,,,,,2479
,,,,,,,2490
,,,,,,,2869
,,,,,,,2889
,,,,,,,4724
,,,,,,,2169
,,,,,,,478
,,,,,,,1195
,,,,,,,3736
,,,,,,,984
,,,,,,,438
,,,,,,,659
,,,,,,,2476
,,,,,,,4103
,,,,,,,2953
,,,,,,,4339
,,,,,,,1305
,,,,,,,3592
,,,,,,,1776
,,,,,,,3912
,,,,,,,1276
,,,,,,,3315
,,,,,,,3553
,,,,,,,3711
,,,,,,,2906
,,,,,,,3204
,,,,,,,1697
,,,,,,,2435
,,,,,,,3682
,,,,,,,2794
,,,,,,,1589
,,,,,,,145
,,,,,,,2731
,,,,,,,2699
,,,,,,,2824
,,,,,,,2858
,,,,,,,845
,,,,,,,1064
,,,,,,,3508
,,,,,,,3845
,,,,,,,50
,,,,,,,1247
,,,,,,,2968
,,,,,,,4463
,,,,,,,4804
,,,,,,,4675
,,,,,,,497
,,,,,,,1495
,,,,,,,2257
,,,,,,,238
,,,,,,,4821
,,,,,,,1712
,,,,,,,3828
,,,,,,,283
,,,,,,,368
,,,,,,,3616
,,,,,,,4368
,,,,,,,2431
,,,,,,,4847
,,,,,,,107
,,,,,,,3289
,,,,,,,898
,,,,,,,3408
,,,,,,,807
,,,,,,,2099
,,,,,,,3072
,,,,,,,4033
,,,,,,,48
,,,,,,,3393
,,,,,,,1116
,,,,,,,2316
,,,,,,,3918
,,,,,,,679
,,,,,,,4211
,,,,,,,3805
,,,,,,,1991
,,,,,,,2193
,,,,,,,4342
,,,,,,,1561
,,,,,,,4778
,,,,,,,3906
,,,,,,,1702
,,,,,,,2243
,,,,,,,2512
,,,,,,,4147
,,,,,,,351
,,,,,,,1760
,,,,,,,220
,,,,,,,3939
,,,,,,,1364
,,,,,,,3051
,,,,,,,3412
,,,,,,,3114
,,,,,,,206
,,,,,,,1107
,,,,,,,1878
,,,,,,,1622
,,,,,,,4053
,,,,,,,4439
,,,,,,,3930
,,,,,,,3495
,,,,,,,1338
,,,,,,,3836
,,,,,,,3574
,,,,,,,2275
,,,,,,,4488
,,,,,,,3993
,,,,,,,3769
,,,,,,,4091
,,,,,,,3214
,,,,,,,3858
,,,,,,,4444
,,,,,,,4785
,,,,,,,1269
,,,,,,,2562
,,,,,,,2888
,,,,,,,4584
,,,,,,,4246
,,,,,,,3048
,,,,,,,2703
,,,,,,,3555
,,,,,,,173
,,,,,,,1030
,,,,,,,2460
,,,,,,,15
,,,,,,,3745
,,,,,,,1634
,,,,,,,4580
,,,,,,,1989
,,,,,,,2589
,,,,,,,2236
,,,,,,,3549
,,,,,,,1551
,,,,,,,2293
,,,,,,,3228
,,,,,,,838
,,,,,,,3284
,,,,,,,408
,,,,,,,3845
,,,,,,,4833
,,,,,,,2786
,,,,,,,3285
,,,,,,,1286
,,,,,,,533
,,,,,,,4568
,,,,,,,1532
,,,,,,,4163
,,,,,,,3975
,,,,,,,4108
,,,,,,,1745
,,,,,,,1327
,,,,,,,3201
,,,,,,,3359
,,,,,,,4585
,,,,,,,4497
,,,,,,,4284
,,,,,,,2860
,,,,,,,4877
,,,,,,,446
,,,,,,,4781
,,,,,,,4540
,,,,,,,126
,,,,,,,3427
,,,,,,,3411
,,,,,,,3889
,,,,,,,2644
,,,,,,,967
,,,,,,,3464
,,,,,,,1396
,,,,,,,1782
,,,,,,,1374
,,,,,,,903
,,,,,,,3209
,,,,,,,2278
,,,,,,,1982
,,,,,,,1829
,,,,,,,4145
,,,,,,,382
,,,,,,,890
,,,,,,,4922
,,,,,,,916
,,,,,,,4941
,,,,,,,2748
,,,,,,,2021
,,,,,,,894
,,,,,,,3909
,,,,,,,72
,,,,,,,3409
,,,,,,,4998
,,,,,,,2716
,,,,,,,4449
,,,,,,,998
,,,,,,,1135
,,,,,,,274
,,,,,,,3598
,,,,,,,3360
,,,,,,,1340
,,,,,,,4564
,,,,,,,3366
,,,,,,,809
,,,,,,,1867
,,,,,,,3061
,,,,,,,2744
,,,,,,,2054
,,,,,,,3406
,,,,,,,4089
,,,,,,,2473
,,,,,,,1385
,,,,,,,1544
,,,,,,,3843
,,,,,,,1497
,,,,,,,1405
,,,,,,,2106
,,,,,,,4071
,,,,,,,267
,,,,,,,1321
,,,,,,,640
,,,,,,,2683
,,,,,,,698
,,,,,,,552
,,,,,,,1478
,,,,,,,3790
,,,,,,,2765
,,,,,,,4023
,,,,,,,4174
,,,,,,,2203
,,,,,,,425
,,,,,,,534
,,,,,,,1595
,,,,,,,554
,,,,,,,243
,,,,,,,3366
,,,,,,,16
,,,,,,,1796
,,,,,,,344
,,,,,,,2764
,,,,,,,2466
,,,,,,,764
,,,,,,,779
,,,,,,,1355
,,,,,,,228
,,,,,,,129
,,,,,,,1049
,,,,,,,2980
,,,,,,,97
,,,,,,,1493
,,,,,,,2174
,,,,,,,372
,,,,,,,4700
,,,,,,,1670
,,,,,,,4544
,,,,,,,4715
,,,,,,,2073
,,,,,,,1805
,,,,,,,4944
,,,,,,,1959
,,,,,,,1325
,,,,,,,2405
,,,,,,,1904
,,,,,,,844
,,,,,,,1265
,,,,,,,2872
,,,,,,,2693
,,,,,,,127
,,,,,,,4844
,,,,,,,979
,,,,,,,4916
,,,,,,,1405
,,,,,,,4300
,,,,,,,1519
,,,,,,,2371
,,,,,,,3284
,,,,,,,1706
,,,,,,,2487
,,,,,,,2743
,,,,,,,2443
,,,,,,,1747
,,,,,,,2973
,,,,,,,1051
,,,,,,,730
,,,,,,,3298
,,,,,,,2614
,,,,,,,1649
,,,,,,,4645
,,,,,,,2680
,,,,,,,3006
,,,,,,,3622
,,,,,,,845
,,,,,,,3122
,,,,,,,1228
,,,,,,,1898
,,,,,,,138
,,,,,,,3270
,,,,,,,4788
,,,,,,,2242
,,,,,,,1573
,,,,,,,273
,,,,,,,2360
,,,,,,,1914
,,,,,,,1791
,,,,,,,4822
,,,,,,,2806
,,,,,,,3575
,,,,,,,2325
,,,,,,,255
,,,,,,,4942
,,,,,,,1568
,,,,,,,1553
,,,,,,,3346
,,,,,,,1986
,,,,,,,1162
,,,,,,,1695
,,,,,,,1763
,,,,,,,434
,,,,,,,4260
,,,,,,,4325
